HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vid_url,Answer.answer,Approve,Reject 
35YHTYFL1GGIC4YHP9QLBT1QMZOVF3,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3AQF3RZ559V0KYHAE3NFNLGDGME6FQ,A2H9COVN7HMNLL,Submitted,Mon Aug 21 18:09:51 PDT 2017,Mon Aug 21 18:11:38 PDT 2017,Mon Aug 28 18:11:38 PDT 2017,,,,107,100% (1/1),100% (1/1),100% (1/1),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/qD3IMtAanSg_018.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""back"",""slow_motion"":false,""stop_time"":22.1,""start_time"":18.14},{""cam_view"":""back"",""slow_motion"":false,""stop_time"":23.02,""start_time"":18.04},{""cam_view"":""back"",""slow_motion"":false,""stop_time"":22.63,""start_time"":17.95}]}]",x,
35YHTYFL1GGIC4YHP9QLBT1QMZOVF3,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3NOKK93PR2LCRZATPAM7HRNQLJOEE2,A3RBW8WN8OUJOJ,Submitted,Mon Aug 21 18:44:52 PDT 2017,Mon Aug 21 18:58:08 PDT 2017,Mon Aug 28 18:58:08 PDT 2017,,,,796,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/qD3IMtAanSg_018.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":20.77,""start_time"":14.01},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":42.01,""start_time"":32.14},{""cam_view"":""side"",""slow_motion"":false,""stop_time"":0,""start_time"":0}]}]",x,
35YHTYFL1GGIC4YHP9QLBT1QMZOVF3,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3Z3ZLGNNSJ7YE4K19H0BSH87DXMQ3Z,A12NZ6P57IUOP0,Submitted,Mon Aug 21 18:52:25 PDT 2017,Mon Aug 21 18:55:27 PDT 2017,Mon Aug 28 18:55:27 PDT 2017,,,,182,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/qD3IMtAanSg_018.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":20.97,""start_time"":16.92},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":42.23,""start_time"":31.78}]}]",x,
3JMNNNO3B1HBQZMAROGADCQFK4M2W1,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,308XBLVESJH3T03E1P4HFQGOXBWRBN,A1GQ7RCLMXLYV0,Submitted,Mon Aug 21 16:59:46 PDT 2017,Mon Aug 21 17:02:03 PDT 2017,Mon Aug 28 17:02:03 PDT 2017,,,,137,100% (16/16),100% (16/16),100% (16/16),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_023.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":29.98,""start_time"":23.54},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":50.53,""start_time"":43.05},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":57.4,""start_time"":52.99}]}]",x,
3JMNNNO3B1HBQZMAROGADCQFK4M2W1,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,37Q970SNZFLEHHLZEHBXZO8BX1A1SO,A1A8MV3CZHDADG,Submitted,Mon Aug 21 15:14:46 PDT 2017,Mon Aug 21 15:17:44 PDT 2017,Mon Aug 28 15:17:44 PDT 2017,,,,178,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_023.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":29.64,""start_time"":26.51},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":50.27,""start_time"":42.61},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":57.82,""start_time"":52.5}]}]",x,
3JMNNNO3B1HBQZMAROGADCQFK4M2W1,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,39K0FND3AIS7DALUQ384YG2897JMA8,A2VVA21VWJ11ZW,Submitted,Mon Aug 21 19:48:42 PDT 2017,Mon Aug 21 19:49:55 PDT 2017,Mon Aug 28 19:49:55 PDT 2017,,,,73,100% (50/50),100% (50/50),100% (50/50),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_023.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":31.07,""start_time"":26.97},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":50.82,""start_time"":43.24},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":57.36,""start_time"":52.85}]}]",x,
3JMNNNO3B1HBQZMAROGADCQFK4M2W1,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3DH6GAKTYZ288ZIGLYCE94GOR24ZYC,ARGR4AJESGHHP,Submitted,Mon Aug 21 20:44:57 PDT 2017,Mon Aug 21 20:53:50 PDT 2017,Mon Aug 28 20:53:50 PDT 2017,,,,533,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_023.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":29.97,""start_time"":1.48},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":50.58,""start_time"":43.03},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":58.19,""start_time"":52.37}]}]",x,
3JMNNNO3B1HBQZMAROGADCQFK4M2W1,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3U4J9857OFOTBHJZSB6BA9POW0A7BE,A1YGSIQI52QT9L,Submitted,Mon Aug 21 20:32:53 PDT 2017,Mon Aug 21 20:34:09 PDT 2017,Mon Aug 28 20:34:09 PDT 2017,,,,76,100% (48/48),100% (48/48),100% (48/48),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/czXA41QTops_023.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":29.8,""start_time"":6.5},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":50.13,""start_time"":42.84},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":57.38,""start_time"":52.14}]}]",x,
3D42WVSDH88ZGYTMUKD5IS5K4GQYFF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,30X31N5D643AB5YZA04QAP1E1W2AS9,A2V8LLZRTOP79S,Submitted,Mon Aug 21 20:54:28 PDT 2017,Mon Aug 21 21:07:39 PDT 2017,Mon Aug 28 21:07:39 PDT 2017,,,,791,100% (5/5),100% (5/5),100% (5/5),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_059.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":51.78,""start_time"":44.33},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":70.87,""start_time"":64.49},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":83.89,""start_time"":78.73}]}]",x,
3D42WVSDH88ZGYTMUKD5IS5K4GQYFF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,378XPAWRUDQLHRV35OAC6NVRSY0AIH,ARGR4AJESGHHP,Submitted,Mon Aug 21 20:45:03 PDT 2017,Mon Aug 21 20:59:03 PDT 2017,Mon Aug 28 20:59:03 PDT 2017,,,,840,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_059.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":52.58,""start_time"":21},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":71.86,""start_time"":64.05},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":85.06,""start_time"":73.8}]}]",x,
3D42WVSDH88ZGYTMUKD5IS5K4GQYFF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3ERMJ6L4DZ5PU8NWJ0WKOP0I8YBM7D,A2H9COVN7HMNLL,Submitted,Mon Aug 21 18:49:04 PDT 2017,Mon Aug 21 18:51:51 PDT 2017,Mon Aug 28 18:51:51 PDT 2017,,,,167,100% (1/1),100% (1/1),100% (1/1),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_059.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""top"",""slow_motion"":false,""stop_time"":52.23,""start_time"":48.8},{""cam_view"":""top"",""slow_motion"":false,""stop_time"":53.4,""start_time"":49.22},{""cam_view"":""top"",""slow_motion"":false,""stop_time"":52.64,""start_time"":49.25}]}]",x,
3D42WVSDH88ZGYTMUKD5IS5K4GQYFF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3PMBY0YE28GGZ5ZYL80QZPMC9A19C0,A1A8MV3CZHDADG,Submitted,Mon Aug 21 14:31:44 PDT 2017,Mon Aug 21 14:35:09 PDT 2017,Mon Aug 28 14:35:09 PDT 2017,,,,205,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_059.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":51.4,""start_time"":48.65},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":71.04,""start_time"":64.38},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":83.79,""start_time"":80.31}]}]",x,
3D42WVSDH88ZGYTMUKD5IS5K4GQYFF,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3W2LOLRXLCS4M37872HAETZEK6CRKG,A1YGSIQI52QT9L,Submitted,Mon Aug 21 20:15:50 PDT 2017,Mon Aug 21 20:17:41 PDT 2017,Mon Aug 28 20:17:41 PDT 2017,,,,111,100% (48/48),100% (48/48),100% (48/48),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_059.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":52.17,""start_time"":21.01},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":70.78,""start_time"":64.42},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":83.99,""start_time"":75.2}]}]",x,
3NQUW096N6L6FPVA8JONEOHDS3RL9I,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3I33IC7ZWGFH66H1GLPKJ7OA31Z2AS,A2H9COVN7HMNLL,Submitted,Mon Aug 21 17:58:37 PDT 2017,Mon Aug 21 18:00:27 PDT 2017,Mon Aug 28 18:00:27 PDT 2017,,,,110,100% (1/1),100% (1/1),100% (1/1),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/egsanPCCIzQ_020.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""front"",""slow_motion"":false,""stop_time"":6.1,""start_time"":1.95},{""cam_view"":""front"",""slow_motion"":false,""stop_time"":7.44,""start_time"":1.72},{""cam_view"":""front"",""slow_motion"":false,""stop_time"":5.8,""start_time"":1.68}]}]",,You only label one or less instance which doesn't meet our demand.
3NQUW096N6L6FPVA8JONEOHDS3RL9I,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3JV9LGBJWURWN4J9PJFRM62G21UOGI,A1A8MV3CZHDADG,Submitted,Mon Aug 21 15:28:54 PDT 2017,Mon Aug 21 15:30:44 PDT 2017,Mon Aug 28 15:30:44 PDT 2017,,,,110,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/egsanPCCIzQ_020.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":3.51,""start_time"":0.7},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":23.8,""start_time"":16.55},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":30.57,""start_time"":25.56}]}]",x,
3NQUW096N6L6FPVA8JONEOHDS3RL9I,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3PM8NZGV8ZTAU2RFT67ZZXXBKTPXQA,A1YGSIQI52QT9L,Submitted,Mon Aug 21 20:36:57 PDT 2017,Mon Aug 21 20:37:52 PDT 2017,Mon Aug 28 20:37:52 PDT 2017,,,,55,100% (48/48),100% (48/48),100% (48/48),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/egsanPCCIzQ_020.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":3.75,""start_time"":1.09},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":23.14,""start_time"":16.76},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":30.92,""start_time"":25.8}]}]",x,
3NQUW096N6L6FPVA8JONEOHDS3RL9I,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3PXX5PX6LYBBUJHXZEIVK0REX8GAB8,ARGR4AJESGHHP,Submitted,Mon Aug 21 20:40:23 PDT 2017,Mon Aug 21 20:44:05 PDT 2017,Mon Aug 28 20:44:05 PDT 2017,,,,222,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/egsanPCCIzQ_020.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":4.32,""start_time"":0},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":25.44,""start_time"":17.2},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":31,""start_time"":25.78},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":41.74,""start_time"":37.6}]}]",x,
3NQUW096N6L6FPVA8JONEOHDS3RL9I,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,3YMU66OBIOLMVNXML6K12X5FQFTHG0,A1GQ7RCLMXLYV0,Submitted,Mon Aug 21 17:50:29 PDT 2017,Mon Aug 21 17:52:50 PDT 2017,Mon Aug 28 17:52:50 PDT 2017,,,,141,100% (16/16),100% (16/16),100% (16/16),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/egsanPCCIzQ_020.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":4.25,""start_time"":1.54},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":24.05,""start_time"":16.66},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":30.73,""start_time"":25.68},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":40.64,""start_time"":36.59}]}]",x,
31HLTCK4BL8OQ4UC0TW3TE12NEOVG2,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,32UTUBMZ7H9VM7KVA99RGN5RIH7BVY,A1GQ7RCLMXLYV0,Submitted,Mon Aug 21 16:41:19 PDT 2017,Mon Aug 21 16:42:42 PDT 2017,Mon Aug 28 16:42:42 PDT 2017,,,,83,100% (16/16),100% (16/16),100% (16/16),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_049.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":19.07,""start_time"":15.61},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":35.36,""start_time"":28.83},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":43.02,""start_time"":38.09}]}]",x,
31HLTCK4BL8OQ4UC0TW3TE12NEOVG2,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:03 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:03 PDT 2017,,,38YMOXR4MVC2VK354SXFR92DBP8W6I,A1A8MV3CZHDADG,Submitted,Mon Aug 21 14:21:30 PDT 2017,Mon Aug 21 14:24:52 PDT 2017,Mon Aug 28 14:24:52 PDT 2017,,,,202,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/ZAmJsIcfFOA_049.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":18.78,""start_time"":14.06},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":35.69,""start_time"":29.34},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":42.88,""start_time"":37.92}]}]",x,
